house,title,location,date_start,date_end,date_label,url,has_catalog,source,status_hint
Phillips,"Phillips Watches Online Auction: The Hong Kong Sessions, Fall 2026",Hong Kong,2026-09-17,2026-09-24,2026-09-17 – 2026-09-24,https://www.phillips.com/auction/HK080326/overview,True,Phillips,upcoming
Phillips,Phillips Watches Online: The New York Sessions Fall 2026,New York,2026-10-01,2026-10-09,2026-10-01 – 2026-10-09,https://www.phillips.com/auction/NY080426/overview,True,Phillips,upcoming
Phillips,The Geneva Watch Auction: XXIV,Geneva,2026-11-07,2026-11-08,2026-11-07 – 2026-11-08,https://www.phillips.com/auction/CH080426/overview,True,Phillips,upcoming
Phillips,The Hong Kong Watch Auction: XXIII,Hong Kong,2026-11-21,2026-11-22,2026-11-21 – 2026-11-22,https://www.phillips.com/auction/HK080426/overview,True,Phillips,upcoming
Phillips,The New York Watch Auction: XV,New York,2026-12-05,2026-12-06,2026-12-05 – 2026-12-06,https://www.phillips.com/auction/NY080226/overview,True,Phillips,upcoming
Phillips,"Phillips Watches Online Auction: The Geneva Sessions, Fall 2026",Geneva,2026-09-04,2026-09-11,2026-09-04 – 2026-09-11,https://www.phillips.com/auction/CH080326/overview,True,Phillips,past
Phillips,The New York Watch Auction: XIV,New York,2026-06-13,2026-06-14,2026-06-13 – 2026-06-14,https://www.phillips.com/auction/NY080126/overview,True,Phillips,past
Phillips,The Hong Kong Watch Auction: XXII,Hong Kong,2026-05-30,2026-05-31,2026-05-30 – 2026-05-31,https://www.phillips.com/auction/HK080226/overview,True,Phillips,past
