house,title,location,date_start,date_end,date_label,url,has_catalog,source
Antiquorum,Important Modern & Vintage Timepieces,Geneva,2026-05-09,2026-05-10,"May 9th -10th, 2026",https://catalog.antiquorum.swiss/en/auctions/Geneva_May_9th_10th_2026/lots,True,Antiquorum
Antiquorum,Important Modern & Vintage Timepieces,Hong Kong,2026-05-31,2026-05-31,"May 31st, 2026",https://www.antiquorum.swiss/upcoming-auctions-and-viewings/,False,Antiquorum
Antiquorum,Important Modern & Vintage Timepieces,Monaco,2026-06-28,2026-06-28,"June 28th, 2026",https://www.antiquorum.swiss/upcoming-auctions-and-viewings/,False,Antiquorum
Antiquorum,Important Modern & Vintage Timepieces,New York,2026-07-18,2026-07-18,"July 18th, 2026",https://www.antiquorum.swiss/upcoming-auctions-and-viewings/,False,Antiquorum
Antiquorum,Important Modern & Vintage Timepieces,Geneva,2026-11-07,2026-11-08,"November 7th -8th, 2026",https://www.antiquorum.swiss/upcoming-auctions-and-viewings/,False,Antiquorum
Antiquorum,Important Modern & Vintage Timepieces,Hong Kong,2026-11-29,2026-11-29,"November 29th, 2026",https://www.antiquorum.swiss/upcoming-auctions-and-viewings/,False,Antiquorum
