title,brand,price,url,img,description,source,sold
NOS 1980s Audemars Piguet Yellow Gold Ultra Thin,Audemars Piguet,4500,https://watchesofknightsbridge.com/product/nos-1980s-audemars-piguet-yellow-gold-ultra-thin/,https://watchesofknightsbridge.com/wp-content/uploads/2026/08/CUR562.jpg,"This Audemars Piguet Ultra Thin in yellow gold is a refined expression of APs elegance & sophistication during the 1980s. The watch features a classic champagne dial with applied baton hour markers. Overall the watch remains in excellent original condition and could be described as New-Old Stock. It is accompanied by its original AP strap, yellow gold pin buckle, AP presentation box and original stock tag.",Watches of Knightsbridge,False
JLC Grande Reverso 1931 Ultra Thin White Gold,Jaeger-LeCoultre,8950,https://watchesofknightsbridge.com/product/jaeger-lecoultre-grande-reverso-1931-ultra-thin-277-3-62-white-gold/,https://watchesofknightsbridge.com/wp-content/uploads/2026/08/CUR533.jpg,"This Jaeger-LeCoultre Grande Reverso is a particularly attractive example of the iconic Reverso design, presented in the classic 1931 Ultra Thin configuration, reference 277.3.62 / Q2783520. Its elegant proportions and timeless Art Deco-inspired styling make it a refined and highly versatile piece. The watch is currently running well; however, its service history is unknown and we recommend that prospective buyers take this into consideration. The watch is offered complete with its original box ",Watches of Knightsbridge,False
Audemars Piguet Millenary 14908 Rosette Guilloché,Audemars Piguet,8950,https://watchesofknightsbridge.com/product/audemars-piguet-millenary-14908-rosette-guilloche/,https://watchesofknightsbridge.com/wp-content/uploads/2026/08/CUR452.jpg,"The Audemars Piguet Millenary Date reference 14908 is a distinctive and elegant timepiece that showcases the distinctive design language by Emmanuel Gueit and exceptional craftsmanship of Audemars Piguet. Its signature oval case and refined dial create a sophisticated presence, while the integrated date display adds everyday practicality without compromising its luxurious character. This model features a stunning Rosette Guilloché Roman numeral dial with Cathedral style hands. At the heart of th",Watches of Knightsbridge,False
Cartier Tank Louis 2442 Yellow Gold,Cartier,6250,https://watchesofknightsbridge.com/product/cartier-tank-louis-2442-yellow-gold/,https://watchesofknightsbridge.com/wp-content/uploads/2026/08/CUR477.jpg,"Cartier Tank Louis in 18k yellow gold, reference 2442, circa 2015. This small size model is in excellent condition fitted with a new Molequin leather strap and retains its original solid gold Cartier pin buckle.",Watches of Knightsbridge,False
Cartier Tank Louis 2441 Yellow Gold,Cartier,6750,https://watchesofknightsbridge.com/product/cartier-tank-louis-2441-yellow-gold/,https://watchesofknightsbridge.com/wp-content/uploads/2026/08/CUR574.jpg,"Cartier Tank Louis in 18k yellow gold, reference 2441, circa 2015. This model with date window was the large size offered at the time (25mm width). Overall the watch is in excellent condition complimented by a Cartier crocodile strap and original solid gold Cartier pin buckle.",Watches of Knightsbridge,False
1987 Rolex Datejust 16030 White Roman Numeral Dial,Rolex,5450,https://watchesofknightsbridge.com/product/1987-rolex-datejust-16030-white-roman-numeral-dial/,https://watchesofknightsbridge.com/wp-content/uploads/2026/08/DJ209.jpg,1987 Rolex Datejust reference 16030 in stainless steel with milled bezel and Jubilee bracelet. This watch features a clean white dial with applied Roman numerals. It is accompanied by its original Rolex box and guarantee paperwork. Overall this watch is in excellent condition having been recently serviced and professionally polished by our watchmaker. It comes with a one year mechanical warranty and The Watch Register certificate.,Watches of Knightsbridge,False
2001 Rolex Day-Date 118238 Champagne Dial,Rolex,19500,https://watchesofknightsbridge.com/product/2001-rolex-day-date-118238-champagne-dial/,https://watchesofknightsbridge.com/wp-content/uploads/2026/07/DD53.jpg,2001 Rolex Day-Date President Yellow Gold Reference 118238 with Champagne Dial. This example remains in excellent condition and has just been serviced by Rolex. We guarantee the authenticity and the serial number has been checked by The Watch Register.,Watches of Knightsbridge,False
1989 Breguet Classique Date Automatic 3320,Breguet,6950,https://watchesofknightsbridge.com/product/1989-breguet-classique-date-automatic-3320/,https://watchesofknightsbridge.com/wp-content/uploads/2026/07/CUR558-1.jpg,"Breguet Classique Ultra Thin Automatic reference 3320BA, delivered on September 12, 1988 to Caldex Milano (official Breguet agent in Italy) as confirmed by the Breguet Heritage department. This rare early example features its original dial with two styles of guilloché finish with inner Roman Numeral display, instantly recognisable being from the Daniel Roth era. The 33mm ultra-slim coin edge case houses a fine calibre 549 automatic movement with centre seconds and date function. Overall the watc",Watches of Knightsbridge,False
Rolex Cellini Clous de Paris White Gold 4127,Rolex,6250,https://watchesofknightsbridge.com/product/rolex-cellini-clous-de-paris-white-gold-4127/,https://watchesofknightsbridge.com/wp-content/uploads/2026/07/CUR555.jpg,Rolex Cellini Cloud de Paris reference 4127 in 18k solid white-gold from 1995. This watch features its original silver dial and manual wind cal. 1802 movement. The watch remains in excellent original condition.,Watches of Knightsbridge,False
Cartier Santos De Cartier Arabic Middle East Limited Edition,Cartier,7500,https://watchesofknightsbridge.com/product/cartier-santos-de-cartier-arabic-middle-east-limited-edition-wssa0055/,https://watchesofknightsbridge.com/wp-content/uploads/2026/07/CUR549.jpg,"A distinctive interpretation of one of Cartiers most iconic designs, the Cartier Santos de Cartier Middle East Limited Edition combines the timeless appeal of the Santos with exclusive regional design elements. Its striking green dial, Eastern Arabic numerals, and black ADLC bezel create a bold yet elegant aesthetic, making it one of the most sought-after modern Santos references. Produced exclusively for the Middle East market, this limited edition offers exceptional rarity and collector appeal",Watches of Knightsbridge,False
1970s Piaget Protocole 99042 Pavé Diamond Dial,Piaget,5500,https://watchesofknightsbridge.com/product/1970s-piaget-protocole-99042-pave-diamond-dial/,https://watchesofknightsbridge.com/wp-content/uploads/2026/06/CUR545.jpg,"1970s Piaget Protocole reference 99042 in 18k white gold with factory pavé diamond dial. Presented in excellent original condition and with its original Piaget solid gold pin buckle, this piece retains the details collectors value most. This watch has been serviced by our watchmaker and comes with a 12 month mechanical warranty.",Watches of Knightsbridge,False
Patek Philippe Calatrava White Gold 3468,Patek Philippe,9500,https://watchesofknightsbridge.com/product/patek-philippe-calatrava-white-gold-2592-1-2/,https://watchesofknightsbridge.com/wp-content/uploads/2026/06/CUR543.jpg,"Patek Philippe Calatrava in white gold, reference 3468, circa 1960s. This watch features its original dial in excellent condition, and has recently been serviced by an independent watchmaker. The watch is complemented by with a black leather strap and retains its original white gold AW pin buckle.",Watches of Knightsbridge,False
Jaeger-LeCoultre Vogue Yellow Gold 904321,Jaeger-LeCoultre,4750,https://watchesofknightsbridge.com/product/jaeger-lecoultre-vogue-yellow-gold-904321/,https://watchesofknightsbridge.com/wp-content/uploads/2026/06/CUR541.jpg,"Jaeger-LeCoultre Vogue reference 904321 in 18k yellow gold, circa 1970. This watch has been serviced by our watchmaker and comes with a 12 month mechanical warranty.",Watches of Knightsbridge,False
Longines Monopusher Chronograph 13.33Z,Longines,7500,https://watchesofknightsbridge.com/product/longines-monopusher-chronograph-13-33z/,https://watchesofknightsbridge.com/wp-content/uploads/2026/06/CUR540.jpg,"The Longines Monopusher Chronograph 13.33Z is an exceptional example of early 20th-century chronograph watchmaking, embodying the innovation and precision that established Longines as a leader in the field. Powered by the legendary manually wound Calibre 13.33Z, one of the first purpose-built wristwatch chronograph movements, this rare timepiece features a single pusher integrated into the crown for intuitive chronograph operation. Its beautifully preserved enamel dial, complemented by elegant B",Watches of Knightsbridge,False
Cartier Panthere Jordanian Crest 187957,Cartier,8500,https://watchesofknightsbridge.com/product/cartier-panthere-jordanian-crest-187957/,https://watchesofknightsbridge.com/wp-content/uploads/2026/06/CUR537.jpg,"First launched in 1983, the Cartier Panthere takes inspiration from various heritage models from Cartiers impressive history and as a result gave birth to another iconic model. The Panthère takes its name from the brands favourite animal and was a huge success throughout the 1980s and 90s not only amongst women, but also with men. This stunning example reference187957 is the larger size produced at the time with a case width of 29mm, furthermore, this example features a Jordanian crest dial comp",Watches of Knightsbridge,False
1989 Breguet Classique Ultra Thin Automatic 3200BA,Breguet,7250,https://watchesofknightsbridge.com/product/breguet-classique-ultra-thin-automatic-3390-3/,https://watchesofknightsbridge.com/wp-content/uploads/2026/06/CUR536.jpg,"Breguet Classique Ultra Thin Automatic reference 3200BA, sold in 1989 in Milan, Italy as confirmed by the Breguet Heritage department. This early A-series example features its original guilloché dial and 32mm ultra-slim coin edge case housing a fine calibre 502 automatic movement (Frederic Piguet base cal. 71). The watch is complimented by a black alligator strap and its original Breguet solid gold pin buckle. Overall the watch is in excellent condition and has recently been serviced by an indep",Watches of Knightsbridge,False
Patek Philippe Ellipse &#8220;Manta Ray&#8221; 3858J,Patek Philippe,13500,https://watchesofknightsbridge.com/product/patek-philippe-ellipse-manta-ray-3858j/,https://watchesofknightsbridge.com/wp-content/uploads/2026/06/CUR535.jpg,"The Patek Philippe Manta Ray Ref. 3858J is a rare and captivating interpretation of the iconic Golden Ellipse, distinguished by its distinctive flared Manta Ray case in 18k yellow gold. Produced in the late 1970s, this elegant dress watch pairs a refined champagne Sigma dial with the renowned manually wound Calibre 215, embodying Patek Philippes exceptional craftsmanship and understated sophistication. Highly sought after by collectors, the Ref. 3858J is a unique blend of sculptural design, vint",Watches of Knightsbridge,False
White Gold Boucheron Boucle,Other,4750,https://watchesofknightsbridge.com/product/white-gold-boucheron-boucle/,https://watchesofknightsbridge.com/wp-content/uploads/2026/05/CUR531.jpg,"Rare & unusual Boucheron Boucle in white gold, circa 1960. This example remains in excellent condition and has just been serviced by an independent watchmaker.",Watches of Knightsbridge,False
1991 Rolex Lady Datejust 69288 Pleiades Diamond Dial,Rolex,12000,https://watchesofknightsbridge.com/product/1991-rolex-lady-datejust-69288-pleiades-diamond-dial/,https://watchesofknightsbridge.com/wp-content/uploads/2026/05/DJ208.jpg,1991 Rolex Lady Datejust 26 Reference 69288 In Yellow Gold With Original Gold Pleiades Diamond Dial. This watch has been checked by our experts and serviced by our watchmaker. We guarantee the authenticity and the serial number has been checked by The Watch Register. The watch comes with a one year mechanical warranty.,Watches of Knightsbridge,False
2008 Rolex Datejust 116233 Champagne Dial,Rolex,7600,https://watchesofknightsbridge.com/product/2008-rolex-datejust-116233-champagne-dial/,https://watchesofknightsbridge.com/wp-content/uploads/2026/05/DJ204.jpg,This watch has been checked by our experts and serviced by our watchmaker. We guarantee the authenticity and the serial number has been checked by The Watch Register. The watch comes with a one year mechanical warranty.,Watches of Knightsbridge,False
1988 Rolex Lady Datejust 26 Yellow Gold Tapestry Dial,Rolex,9500,https://watchesofknightsbridge.com/product/1988-rolex-lady-datejust-26-yellow-gold-tapestry-dial/,https://watchesofknightsbridge.com/wp-content/uploads/2026/05/DJ203.jpg,1988 Rolex Lady Datejust 26 Reference 69178 In Yellow Gold With Original Gold Tapestry Dial. This watch has been checked by our experts and serviced by our watchmaker. We guarantee the authenticity and the serial number has been checked by The Watch Register. The watch comes with a one year mechanical warranty.,Watches of Knightsbridge,False
Breguet Classique Grand Feu Enamel Dial 5140,Breguet,7800,https://watchesofknightsbridge.com/product/breguet-classique-grand-feu-enamel-dial-5140/,https://watchesofknightsbridge.com/wp-content/uploads/2026/05/CUR517.jpg,,Watches of Knightsbridge,False
British Military IWC Mark 11 RAF Pilots Watch,IWC,7250,https://watchesofknightsbridge.com/product/british-military-iwc-mark-11-raf-pilots-watch-3/,https://watchesofknightsbridge.com/wp-content/uploads/2026/05/CUR522.jpg,British Military IWC Mark 11 RAF pilots wristwatch issued in 1948. The Mark 11s are one of the most famous Royal Air Force issued watches and known for their high quality even by todays standard. These watches were far superior to any commercially made civilian watch at the time which shows the importance of the British Military contract for IWC. The watch features a robust manual wind cal. 89 movement with hacking seconds function engraved with the military arrow. The movement is housed in an a,Watches of Knightsbridge,False
1960s Audemars Piguet Oval Bark,Audemars Piguet,8750,https://watchesofknightsbridge.com/product/1960s-audemars-piguet-oval-bark/,https://watchesofknightsbridge.com/wp-content/uploads/2026/04/CUR490.jpg,"Audemars Piguet Oval “Bark,” circa late 1960s. This rare and highly sought-after model features an 18k solid gold oval-shaped case and matching dial, both finished with an exquisite hand-engraved bark texture. Its distinctive dial, accented by vertical baton indices, displays light signs of tarnish and patina which are natural characteristics of a solid gold dial that enhance its vintage charm and authenticity. This watch has been serviced by our watchmaker and comes with a 12 month mechanical w",Watches of Knightsbridge,False
Hublot Classic MDM Geneve Yellow Gold Diamond Pavé,Other,5000,https://watchesofknightsbridge.com/product/hublot-classic-mdm-geneve-yellow-gold-diamond-pave/,https://watchesofknightsbridge.com/wp-content/uploads/2026/04/CUR501.jpg,"1980s ladies Hublot Classic MDM Geneve in yellow gold with factory pavé diamond dial and bezel, reference 139.10.6 This distinctive and now iconic model is part of the original Hublot collection produced whilst under the leadership of Carlo Crocco. During the late 1970s the Italian Entrepreneur moved to Switzerland to setup the company MDM Geneve and in 1980 launched the watch Hublot (meaning Porthole in French). Having successfully sold Hublot to LVMH Group in 2008, Carlo Crocco has commitments",Watches of Knightsbridge,False
Cartier Paris Ronde CPCP 2616 Rose Gold,Cartier,7500,https://watchesofknightsbridge.com/product/cartier-paris-ronde-cpcp-2616-rose-gold/,https://watchesofknightsbridge.com/wp-content/uploads/2026/04/CUR434.jpg,"Cartier Paris Ronde CPCP reference 2616 in 18k rose gold, circa early 2000s. This watch was produced as part of the Collection Privée Cartier Paris established in 1998 to reissue classic, historical Cartier designs with high-grade mechanical movements. The d istinguishing details from this collection often feature the Paris signature directly under Cartier on the dial and a rosette guilloché pattern in the centre. This example is powered by a manual wind calibre 437MC movement and features its o",Watches of Knightsbridge,False
Vacheron Constantin &#8216;Tank&#8217; Queen Noor al-Hussein of Jordan,Vacheron Constantin,7500,https://watchesofknightsbridge.com/product/vacheron-constantin-tank-queen-noor-al-hussein-of-jordan/,https://watchesofknightsbridge.com/wp-content/uploads/2026/03/CUR502.jpg,"Vacheron Constantin Tank reference 60003 commissioned by Queen Noor al-Hussein of Jordan. Examples of this reference are known to have been presented as royal or diplomatic gifts in the Middle East, including pieces commissioned by King Hussein of Jordan, underscoring the model’s prestige and cultural significance. These watches are especially prized among collectors for their rarity and historic importance. This particular association with Queen Noor al‑Hussein would elevate the piece even furt",Watches of Knightsbridge,False
1980s Audemars Piguet Ultra Thin &#8216;NOS&#8217;,Audemars Piguet,4750,https://watchesofknightsbridge.com/product/1980s-audemars-piguet-ultra-thin-nos/,https://watchesofknightsbridge.com/wp-content/uploads/2026/03/CUR489.jpg,"This New-Old Stock Audemars Piguet Ultra Thin in white gold is a refined expression of APs elegance & sophistication during the 1980s. The watch features a stunning original two-tone silver dial with black Roman numerals. Overall the watch remains in excellent original condition and has just been serviced by our watchmaker. It is accompanied by its original AP strap, white gold pin buckle, and original AP presentation box.",Watches of Knightsbridge,False
Chaumet Date Automatique 13A Yellow Gold,Other,6950,https://watchesofknightsbridge.com/product/chaumet-date-automatique-13a-yellow-gold/,https://watchesofknightsbridge.com/wp-content/uploads/2026/03/CUR462.jpg,"The Chaumet Date Automatique 13A is a refined expression of Parisian elegance, crafted in the 1990s in relatively small quantities, and distinguished by its smooth, sculptural 36mm case. Alongside the Jump Hour 11A and Power Reserve 12A, this reference is from a period of Chaumets watchmaking history that went under the radar for many years now appreciated and sought after by collectors. Paired with a high‑quality leather strap and matching gold buckle. This watch has been serviced by our watchm",Watches of Knightsbridge,False
Cartier Paris Tank Cintrée,Cartier,16950,https://watchesofknightsbridge.com/product/cartier-paris-tank-cintree/,https://watchesofknightsbridge.com/wp-content/uploads/2026/03/CUR481.jpg,"The 1960s Cartier Paris Tank Cintrée stands among the most refined and architecturally compelling creations of Cartier’s golden Paris era. An elongated, dramatically curved interpretation of the original Tank that distills proportion, tension, and elegance into their purest form. This example produced in the mid to late 1960s, when Cartier still belonged to the family, features its original Paris signed dial with classic Chemin de fer tracking. Housed inside the case it features a Jaeger-LeCoult",Watches of Knightsbridge,False
1979 Rolex Sea-Dweller 1665 Great White,Rolex,14250,https://watchesofknightsbridge.com/product/1979-rolex-sea-dweller-1665-great-white/,https://watchesofknightsbridge.com/wp-content/uploads/2026/02/SEA10.jpg,1979 Rolex Sea-Dweller Great White reference 1665. This watch overall is an excellent original example. This watch has been checked by our experts and tested by our watchmaker. We guarantee the authenticity and the serial number has been checked by The Watch Register.,Watches of Knightsbridge,False
1970s Vacheron Constantin 2077 &#8216;Cristallor&#8217;,Vacheron Constantin,11500,https://watchesofknightsbridge.com/product/1970s-vacheron-constantin-2077-cristallor/,https://watchesofknightsbridge.com/wp-content/uploads/2026/02/CUR467.jpg,"Vacheron Constantin Cristallor, reference 2077 in 18k yellow gold. The very rare model features a large rectangular stepped case with cut corners. The original dial remains in excellent condition and the watch comes with an original VC black leather strap and pin buckle, signed AW. This model is a must have in any vintage VC watch collection due to is design, rarity and condition.",Watches of Knightsbridge,False
Audemars Piguet Diamond Daisy,Audemars Piguet,9500,https://watchesofknightsbridge.com/product/audemars-piguet-diamond-daisy/,https://watchesofknightsbridge.com/wp-content/uploads/2026/01/CUR456.jpg,A fine & rare Audemars Piguet Diamond Daisy in 18k solid white gold with original factory marquise cut diamonds. This watch has been serviced by our watchmaker and comes with a one year mechanical warranty.,Watches of Knightsbridge,False
Ulysse Nardin 20 Dollar Coin Watch,Other,7950,https://watchesofknightsbridge.com/product/ulysse-nardin-20-dollar-coin-watch/,https://watchesofknightsbridge.com/wp-content/uploads/2026/01/CUR450.jpg,"A striking fusion of history and horology, this rare Ulysse Nardin 20 Dollar Coin Watch is crafted from a genuine $20 gold coin. Produced by a number of brands including Piaget, Rolex & Patek Philippe, this watch is a wearable piece of art—perfect for collectors and connoisseurs of fine craftsmanship. This watch has been serviced by our watchmaker and comes with a 12 month mechanical warranty.",Watches of Knightsbridge,False
1965 Rolex Oyster Perpetual Retailed by Serpico &#038; Laino,Rolex,6950,https://watchesofknightsbridge.com/product/1965-rolex-oyster-perpetual-retailed-by-serpico-laino/,https://watchesofknightsbridge.com/wp-content/uploads/2026/01/OP12.jpg,"Rolex Oyster Perpetual reference 1005 in 18k solid gold from 1965. This example features a rare co-signed dial from famed Venezuelan Rolex retailer Serpico & Laino with corresponding S&L case back engraving making it a much sought-after collectors piece. This watch has been checked by our experts and serviced by our watchmaker. We guarantee the authenticity, provide a one year mechanical warranty and a certificate from The Watch Register.",Watches of Knightsbridge,False
Heuer Autavia Chronograph 1163 GMT Tropical,Heuer,6450,https://watchesofknightsbridge.com/product/heuer-autavia-chronograph-1163-gmt-tropical-3rd-execution/,https://watchesofknightsbridge.com/wp-content/uploads/2025/11/CUR431.jpg,"1970s Heuer Autavia Chronograph 1163 GMT 3rd Execution. Its original black dial has beautifully aged over the decades, now displaying a rich brown hue, often referred to as a Tropical dial, enhances its vintage character and uniqueness.",Watches of Knightsbridge,False
Heuer Autavia Chronograph 15630 MH,Heuer,3350,https://watchesofknightsbridge.com/product/heuer-autavia-chronograph-15630-mh/,https://watchesofknightsbridge.com/wp-content/uploads/2025/11/CUR429.jpg,"The Heuer Autavia Ref. 15630 MH is a charismatic 1970s chronograph known for its bold design, racing pedigree, and the unmistakable presence of the Calibre 15 automatic movement. Featuring a striking dial layout with the signature off-center running seconds at 10 o’clock. The MH (Minutes/Hours) bezel offers practical timing capability, while the chunky 1970s case delivers the sporty, purposeful aesthetic.",Watches of Knightsbridge,False
Louis Erard x Alain Silberstein Le Triptyque Box Set,Other,9000,https://watchesofknightsbridge.com/product/louis-erard-x-alain-silberstein-le-triptique-box-set/,https://watchesofknightsbridge.com/wp-content/uploads/2025/10/CUR422-424_G.jpg,"Louis Erard x Alain Silberstein Le Triptyque Limited Edition Box Set. Models include La Semaine, Le Régulateur and Le Chrono Monopoussoir. Comes complete from new and unworn.",Watches of Knightsbridge,False
Louis Erard x Konstantin Chaykin Le Régulateur,Other,3450,https://watchesofknightsbridge.com/product/louis-erard-x-konstantin-chaykin-le-regulateur/,https://watchesofknightsbridge.com/wp-content/uploads/2025/10/CUR419.jpg,Louis Erard x Konstantin Chaykin Le Régulateur Limited Edition 178 Pieces. The watch remains unworn and complete from new.,Watches of Knightsbridge,False
Panerai Radiomir Oro Rose PAM 00522,Panerai,16000,https://watchesofknightsbridge.com/product/panerai-radiomir-oro-rose-pam-00522/,https://watchesofknightsbridge.com/wp-content/uploads/2025/10/CUR418.jpg,Limited to 100 pieces.,Watches of Knightsbridge,False
Cartier Tank Louis White Gold 2679,Cartier,5950,https://watchesofknightsbridge.com/product/cartier-tank-louis-white-gold-2679/,https://watchesofknightsbridge.com/wp-content/uploads/2025/10/CUR380.jpg,"Ladys Cartier Tank Louis in 18k white gold, reference 2679. This example is in excellent condition and is accompanied by its original box & paperwork.",Watches of Knightsbridge,False
1972 Rolex GMT-Master 1675 Mark II,Rolex,10750,https://watchesofknightsbridge.com/product/1972-rolex-gmt-master-1675-mark-ii/,https://watchesofknightsbridge.com/wp-content/uploads/2025/09/GMT35.jpg,"1972 Rolex GMT-Master Pepsi reference 1675 with original Mark II matte dial. This watch has just been professionally serviced and polished by our watchmaker. The bezel insert is from a sightly later period (1980s), as well as a later Jubilee bracelet. Overall this is an excellent example has the look that collectors are looking for when it comes to the classic vintage GMT. We guarantee the authenticity and the serial number has been checked by The Watch Register. The watch comes with a one year ",Watches of Knightsbridge,False
1963 Rolex Air-King 5500 Sheikh Abdullah Al-Jaber Al-Sabah,Rolex,6950,https://watchesofknightsbridge.com/product/1963-rolex-air-king-5500-sheikh-abdullah-al-jaber-al-sabah-kuwait/,https://watchesofknightsbridge.com/wp-content/uploads/2025/09/A17-1.jpg,"1963 Rolex Air-King Reference 5500 commissioned by Sheikh Abdullah Al-Jaber Al-Sabah, a prominent member of the Kuwait Royal Family. This was a formative period in the young nation’s development after gaining independence in 1961. Sheikh Abdullah Al-Jaber Al-Sabah with an important political and cultural figure during the early decades of modern Kuwait, with his contributions as the President of the Department of Education, President of the Department of Antiquities and Museums, Supporter of Wom",Watches of Knightsbridge,False
Cartier Paris Vendome Automatique 17003,Cartier,6250,https://watchesofknightsbridge.com/product/cartier-paris-vendome-automatique-17003-2/,https://watchesofknightsbridge.com/wp-content/uploads/2025/09/CUR403.jpg,1970s Cartier Paris Vendome Automatique reference 17003 in 18k yellow gold. This reference is the large size model with 33mm case diameter. This example features its original Paris-signed dial and yellow gold deployant clasp. Overall the watch remains in excellent original condition and the watch has recently been serviced by our watchmaker.,Watches of Knightsbridge,False
